x,y,value,trend,cluster,set
559057.731488,6811124.801129,,802.3506188392639,6.0,0
559107.731488,6811124.801129,,778.1452700793743,6.0,0
559157.731488,6811124.801129,,759.1635431498289,6.0,0
559207.731488,6811124.801129,,745.3870878219604,6.0,0
559257.731488,6811124.801129,,736.3239111602306,6.0,0
559307.731488,6811124.801129,,731.3756714463234,-1.0,-1
559357.731488,6811124.801129,,729.9582475721836,-1.0,-1
559407.731488,6811124.801129,,731.5333682000637,-1.0,-1
559457.731488,6811124.801129,,735.6134639978409,-1.0,-1
559507.731488,6811124.801129,,741.760199368,-1.0,-1
559557.731488,6811124.801129,,749.582167506218,-1.0,-1
559607.731488,6811124.801129,,758.7326328158379,-1.0,-1
559657.731488,6811124.801129,,768.9071410894394,-1.0,-1
559707.731488,6811124.801129,,779.8408173918724,-1.0,-1
559757.731488,6811124.801129,,791.3053238168359,-1.0,-1
559807.731488,6811124.801129,,803.1055491268635,-1.0,-1
559857.731488,6811124.801129,,815.0761946439743,-1.0,-1
559907.731488,6811124.801129,,827.0783728957176,-1.0,-1
559957.731488,6811124.801129,,838.9963583052158,-1.0,-1
560007.731488,6811124.801129,,850.7345602810383,-1.0,-1
560057.731488,6811124.801129,,862.214772105217,-1.0,-1
560107.731488,6811124.801129,,873.3737130761147,-1.0,-1
560157.731488,6811124.801129,,884.1608691588044,-1.0,-1
560207.731488,6811124.801129,,894.536621928215,-1.0,-1
560257.731488,6811124.801129,,904.4706197679043,-1.0,-1
560307.731488,6811124.801129,,913.9403987824917,-1.0,-1
560357.731488,6811124.801129,,922.930196583271,-1.0,-1
560407.731488,6811124.801129,,931.4299389123917,-1.0,-1
560457.731488,6811124.801129,,939.4343832433224,-1.0,-1
560507.731488,6811124.801129,,946.9423831105232,-1.0,-1
560557.731488,6811124.801129,,953.95626013726,-1.0,-1
560607.731488,6811124.801129,,960.4812596142292,-1.0,-1
560657.731488,6811124.801129,,966.5250891447067,-1.0,-1
560707.731488,6811124.801129,,972.0975175499916,-1.0,-1
560757.731488,6811124.801129,,977.2100142240524,-1.0,-1
560807.731488,6811124.801129,,981.875454634428,-1.0,-1
560857.731488,6811124.801129,,986.1078402996063,-1.0,-1
560907.731488,6811124.801129,,989.9220808148384,-1.0,-1
560957.731488,6811124.801129,,993.3337652981281,-1.0,-1
561007.731488,6811124.801129,,996.3589989244938,-1.0,-1
561057.731488,6811124.801129,,999.0142386257648,-1.0,-1
561107.731488,6811124.801129,,1001.3161450922489,-1.0,-1
561157.731488,6811124.801129,,1003.2814779281616,-1.0,-1
561207.731488,6811124.801129,,1004.9269721210003,-1.0,-1
561257.731488,6811124.801129,,1006.2692534029484,-1.0,-1
561307.731488,6811124.801129,,1007.324763417244,-1.0,-1
561357.731488,6811124.801129,,1008.1096824407578,-1.0,-1
561407.731488,6811124.801129,,1008.6398788690567,-1.0,-1
561457.731488,6811124.801129,,1008.9308639168739,-1.0,-1
561507.731488,6811124.801129,,1008.9977419376373,-1.0,-1
561557.731488,6811124.801129,,1008.8551867306232,-1.0,-1
561607.731488,6811124.801129,,1008.5174138247967,-1.0,-1
561657.731488,6811124.801129,,1007.9981630444527,-1.0,-1
561707.731488,6811124.801129,,1007.3106789588928,-1.0,-1
561757.731488,6811124.801129,,1006.4677086770535,-1.0,-1
561807.731488,6811124.801129,,1005.4814910292625,-1.0,-1
561857.731488,6811124.801129,,1004.3637612760067,-1.0,-1
561907.731488,6811124.801129,,1003.1257456243038,-1.0,-1
561957.731488,6811124.801129,,1001.7781666517258,-1.0,-1
562007.731488,6811124.801129,,1000.3312580287457,-1.0,-1
562057.731488,6811124.801129,,998.794753819704,-1.0,-1
562107.731488,6811124.801129,,997.1779261231422,-1.0,-1
562157.731488,6811124.801129,,995.4895684123039,-1.0,-1
562207.731488,6811124.801129,,993.7380254864693,-1.0,-1
562257.731488,6811124.801129,,991.9312018156052,-1.0,-1
562307.731488,6811124.801129,,990.0765715241432,-1.0,-1
562357.731488,6811124.801129,,988.1811987757683,-1.0,-1
562407.731488,6811124.801129,,986.251747071743,-1.0,-1
562457.731488,6811124.801129,,984.2944984436035,-1.0,-1
562507.731488,6811124.801129,,982.3153643012047,-1.0,-1
562557.731488,6811124.801129,,980.3199018239975,-1.0,-1
562607.731488,6811124.801129,,978.3133295476437,-1.0,-1
562657.731488,6811124.801129,,976.3005419671535,-1.0,-1
562707.731488,6811124.801129,,974.2861218452454,-1.0,-1
562757.731488,6811124.801129,,972.2743558883667,-1.0,-1
562807.731488,6811124.801129,,970.2692476511002,-1.0,-1
562857.731488,6811124.801129,,968.2745340466499,-1.0,-1
562907.731488,6811124.801129,,966.2936912178993,-1.0,-1
562957.731488,6811124.801129,,964.3299544900656,-1.0,-1
563007.731488,6811124.801129,,962.3863250613213,-1.0,-1
563057.731488,6811124.801129,,960.4655895829201,-1.0,-1
563107.731488,6811124.801129,,958.5703215003014,-1.0,-1
563157.731488,6811124.801129,,956.7028996944427,-1.0,-1
