x,y,cluster,trend,value,set,residual
95.0,2.0,1,-448.1836085547002,,0,
96.0,2.0,1,-452.8558087568481,,0,
97.0,2.0,1,-457.31797991045823,,0,
98.0,2.0,1,-461.60780754939697,,0,
99.0,2.0,1,-465.75954422461655,,0,
100.0,2.0,1,-469.80285738077873,-321.034092,1,148.76876538077875
101.0,2.0,1,-473.7622676592946,,0,
102.0,2.0,1,-477.6573096969714,,0,
103.0,2.0,1,-481.50381288126937,,0,
104.0,2.0,1,-485.31747902630195,,0,
105.0,2.0,1,-489.1239000015121,,0,
106.0,2.0,1,-493.00294381377535,-398.174171,1,94.82877281377534
107.0,2.0,1,-497.13193481773123,,0,
108.0,2.0,1,-501.1446647590092,,0,
109.0,2.0,1,-504.7710838057001,,0,
110.0,2.0,1,-507.7949752066761,,0,
111.0,2.0,1,-510.015632583767,,0,
112.0,2.0,1,-511.2528556409907,-368.941656,1,142.31119964099065
113.0,2.0,1,-511.3683598319167,,0,
114.0,2.0,1,-510.29143721310356,,0,
115.0,2.0,1,-508.0310675535584,,0,
116.0,2.0,1,-504.6645638535192,,0,
117.0,2.0,1,-500.312079198844,,0,
118.0,2.0,1,-495.1135798250325,-326.686436,1,168.4271438250325
119.0,2.0,1,-489.2164784488782,,0,
120.0,2.0,1,-482.7734130063109,,0,
121.0,2.0,1,-475.947698659098,,0,
122.0,2.0,1,-468.92679010909706,,0,
123.0,2.0,1,-461.9528645392311,,0,
124.0,2.0,1,-455.4405646389023,-215.529366,1,239.91119863890228
125.0,2.0,1,-450.0914876951465,,0,
126.0,2.0,1,-445.2768380059242,,0,
127.0,2.0,1,-440.65745447331847,,0,
128.0,2.0,1,-436.07184866778334,,0,
129.0,2.0,1,-431.4206897484328,,0,
130.0,2.0,2,-426.63792154798193,-106.959931,1,319.67799054798195
131.0,2.0,2,-421.677892570784,,0,
132.0,2.0,2,-416.5079650178668,,0,
133.0,2.0,2,-411.1034629159949,,0,
134.0,2.0,2,-405.44365323854527,,0,
135.0,2.0,2,-399.5079783312467,,0,
136.0,2.0,2,-393.27180562450667,81.757014,1,475.0288196245067
137.0,2.0,2,-386.7007111605708,,0,
138.0,2.0,2,-379.74200568858214,,0,
139.0,2.0,2,-372.3145400466565,,0,
140.0,2.0,2,-364.31866595537576,,0,
141.0,2.0,2,-355.72704895741845,,0,
142.0,2.0,2,-346.6731088953384,-222.124311,1,124.54879789533837
143.0,2.0,2,-337.3615376611888,,0,
144.0,2.0,2,-327.97631677021127,,0,
145.0,2.0,2,-318.6693142756485,,0,
146.0,2.0,2,-309.568580471916,,0,
147.0,2.0,2,-300.7842126591495,,0,
148.0,2.0,2,-292.4103776215743,76.915798,1,369.3261756215743
149.0,2.0,2,-284.5241923014037,,0,
150.0,2.0,2,-277.18142678555887,,0,
151.0,2.0,2,-270.4076870330464,,0,
152.0,2.0,2,-264.1804661878414,,0,
153.0,2.0,2,-258.3957890507445,,0,
154.0,2.0,2,-252.9460800673296,-497.932693,1,-244.98661293267037
155.0,2.0,2,-247.92822834601247,,0,
156.0,2.0,2,-243.43465564255894,,0,
157.0,2.0,2,-239.47460251667871,,0,
158.0,2.0,2,-236.0066865837798,,0,
